site,year,date,datescaled,siteyear,siteday,treeID,recorder,caterpillars,temp_m.cent,temp_ls.cent,temp_lm.cent,resid
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 10,DAP,0,-2.036182102,-0.514935514,0.746366167,15193
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 11,ABP,0,-2.036182102,-0.514935514,0.746366167,15194
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 12,ABP,0,-2.036182102,-0.514935514,0.746366167,15195
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 15,DAP,0,-2.036182102,-0.514935514,0.746366167,15196
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 16,DAP,0,-2.036182102,-0.514935514,0.746366167,15197
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 13,ABP,0,-2.036182102,-0.514935514,0.746366167,15198
DUN,2018,141,-0.4900146,DUN 2018,DUN 141 2018,DUN 9,DAP,0,-2.036182102,-0.514935514,0.746366167,15199
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 12,ABP,0,-0.699334384,0.320729665,1.932048211,15200
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 13,ABP,0,-0.699334384,0.320729665,1.932048211,15201
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 9,DAP,0,-0.699334384,0.320729665,1.932048211,15202
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 10,DAP,1,-0.699334384,0.320729665,1.932048211,15203
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 11,DAP,0,-0.699334384,0.320729665,1.932048211,15204
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 14,ABP,0,-0.699334384,0.320729665,1.932048211,15205
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 15,ABP,1,-0.699334384,0.320729665,1.932048211,15206
EDI,2018,141,-0.4900146,EDI 2018,EDI 141 2018,EDI 16,ABP,0,-0.699334384,0.320729665,1.932048211,15207
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 15,JMS,0,-0.797220793,0.135250498,1.412482735,15208
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 16,JMS,0,-0.797220793,0.135250498,1.412482735,15209
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 11,JMS,0,-0.797220793,0.135250498,1.412482735,15210
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 17,DW,0,-0.797220793,0.135250498,1.412482735,15211
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 14,DW,0,-0.797220793,0.135250498,1.412482735,15212
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 12,DW,0,-0.797220793,0.135250498,1.412482735,15213
FOU,2018,141,-0.4900146,FOU 2018,FOU 141 2018,FOU 13,JMS,0,-0.797220793,0.135250498,1.412482735,15214
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 12,DAP,0,-1.571721785,-0.043565829,1.324339381,15215
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 17,ABP,0,-1.571721785,-0.043565829,1.324339381,15216
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 13,ABP,0,-1.571721785,-0.043565829,1.324339381,15217
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 14,ABP,1,-1.571721785,-0.043565829,1.324339381,15218
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 15,ABP,0,-1.571721785,-0.043565829,1.324339381,15219
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 10,DAP,0,-1.571721785,-0.043565829,1.324339381,15220
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 11,DAP,0,-1.571721785,-0.043565829,1.324339381,15221
GLF,2018,141,-0.4900146,GLF 2018,GLF 141 2018,GLF 16,ABP,0,-1.571721785,-0.043565829,1.324339381,15222
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 14,DW,0,-1.653739146,0.014168653,1.225190572,15223
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 15,JMS,0,-1.653739146,0.014168653,1.225190572,15224
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 9,JMS,0,-1.653739146,0.014168653,1.225190572,15225
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 3,DW,0,-1.653739146,0.014168653,1.225190572,15226
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 8,JMS,1,-1.653739146,0.014168653,1.225190572,15227
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 12,JMS,0,-1.653739146,0.014168653,1.225190572,15228
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 2,DW,0,-1.653739146,0.014168653,1.225190572,15229
HWP,2018,141,-0.4900146,HWP 2018,HWP 141 2018,HWP 11,JMS,0,-1.653739146,0.014168653,1.225190572,15230
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 9,DAP,0,-1.631827936,-0.123281177,0.994344342,15231
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 10,DAP,0,-1.631827936,-0.123281177,0.994344342,15232
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 11,DAP,0,-1.631827936,-0.123281177,0.994344342,15233
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 12,DAP,0,-1.631827936,-0.123281177,0.994344342,15234
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 13,DAP,0,-1.631827936,-0.123281177,0.994344342,15235
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 14,DAP,0,-1.631827936,-0.123281177,0.994344342,15236
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 16,DAP,0,-1.631827936,-0.123281177,0.994344342,15237
KCK,2018,141,-0.4900146,KCK 2018,KCK 141 2018,KCK 17,DAP,0,-1.631827936,-0.123281177,0.994344342,15238
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 9,ABP,0,-1.559652836,0.064772607,1.231158826,15239
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 15,ABP,0,-1.559652836,0.064772607,1.231158826,15240
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 11,ABP,0,-1.559652836,0.064772607,1.231158826,15241
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 10,ABP,0,-1.559652836,0.064772607,1.231158826,15242
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 12,ABP,0,-1.559652836,0.064772607,1.231158826,15243
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 13,ABP,0,-1.559652836,0.064772607,1.231158826,15244
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 14,ABP,0,-1.559652836,0.064772607,1.231158826,15245
KCZ,2018,141,-0.4900146,KCZ 2018,KCZ 141 2018,KCZ 16,ABP,0,-1.559652836,0.064772607,1.231158826,15246
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 9,DAP,1,-1.533880019,-0.030717402,1.050311108,15247
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 3,DAP,2,-1.533880019,-0.030717402,1.050311108,15248
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 5,DAP,0,-1.533880019,-0.030717402,1.050311108,15249
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 7,DAP,0,-1.533880019,-0.030717402,1.050311108,15250
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 11,ABP,2,-1.533880019,-0.030717402,1.050311108,15251
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 13,ABP,0,-1.533880019,-0.030717402,1.050311108,15252
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 15,ABP,0,-1.533880019,-0.030717402,1.050311108,15253
PIT,2018,141,-0.4900146,PIT 2018,PIT 141 2018,PIT 1,DAP,0,-1.533880019,-0.030717402,1.050311108,15254
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 14,ABP,0,-0.445657797,0.795345523,2.049357239,15255
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 16,ABP,0,-0.445657797,0.795345523,2.049357239,15256
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 17,ABP,0,-0.445657797,0.795345523,2.049357239,15257
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 12,ABP,0,-0.445657797,0.795345523,2.049357239,15258
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 11,ABP,0,-0.445657797,0.795345523,2.049357239,15259
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 13,ABP,0,-0.445657797,0.795345523,2.049357239,15260
SER,2018,141,-0.4900146,SER 2018,SER 141 2018,SER 15,ABP,0,-0.445657797,0.795345523,2.049357239,15261
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 9,JMS,1,-2.482943015,-0.962012682,0.364180651,15262
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 10,JMS,0,-2.482943015,-0.962012682,0.364180651,15263
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 12,DW,0,-2.482943015,-0.962012682,0.364180651,15264
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 14,JMS,0,-2.482943015,-0.962012682,0.364180651,15265
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 15,DW,0,-2.482943015,-0.962012682,0.364180651,15266
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 16,DW,0,-2.482943015,-0.962012682,0.364180651,15267
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 11,JMS,0,-2.482943015,-0.962012682,0.364180651,15268
SLS,2018,141,-0.4900146,SLS 2018,SLS 141 2018,SLS 13,DW,0,-2.482943015,-0.962012682,0.364180651,15269
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 15,ABP,0,-1.023649364,0.527371459,1.898166266,15270
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 10,DAP,1,-1.023649364,0.527371459,1.898166266,15271
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 12,ABP,2,-1.023649364,0.527371459,1.898166266,15272
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 16,ABP,0,-1.023649364,0.527371459,1.898166266,15273
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 11,DAP,1,-1.023649364,0.527371459,1.898166266,15274
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 13,ABP,0,-1.023649364,0.527371459,1.898166266,15275
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 14,ABP,0,-1.023649364,0.527371459,1.898166266,15276
STY,2018,141,-0.4900146,STY 2018,STY 141 2018,STY 17,ABP,0,-1.023649364,0.527371459,1.898166266,15277
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 13,JMS,0,-0.870119106,-0.196886832,0.977804659,15278
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 9,DW,0,-0.870119106,-0.196886832,0.977804659,15279
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 11,JMS,0,-0.870119106,-0.196886832,0.977804659,15280
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 15,JMS,0,-0.870119106,-0.196886832,0.977804659,15281
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 16,DW,0,-0.870119106,-0.196886832,0.977804659,15282
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 10,DW,0,-0.870119106,-0.196886832,0.977804659,15283
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 8,JMS,0,-0.870119106,-0.196886832,0.977804659,15284
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 12,JMS,0,-0.870119106,-0.196886832,0.977804659,15285
TAI,2018,141,-0.4900146,TAI 2018,TAI 141 2018,TAI 14,JMS,0,-0.870119106,-0.196886832,0.977804659,15286
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 9,JMS,0,-2.008383987,-0.453577946,0.875317556,15287
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 10,JMS,0,-2.008383987,-0.453577946,0.875317556,15288
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 11,JMS,0,-2.008383987,-0.453577946,0.875317556,15289
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 12,JMS,0,-2.008383987,-0.453577946,0.875317556,15290
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 13,DW,0,-2.008383987,-0.453577946,0.875317556,15291
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 14,DW,0,-2.008383987,-0.453577946,0.875317556,15292
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 15,DW,0,-2.008383987,-0.453577946,0.875317556,15293
TOM,2018,141,-0.4900146,TOM 2018,TOM 141 2018,TOM 16,DW,0,-2.008383987,-0.453577946,0.875317556,15294
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 12,JMS,0,-1.54911613,0.155542165,1.619474302,15295
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 17,JMS,1,-1.54911613,0.155542165,1.619474302,15296
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 11,DW,0,-1.54911613,0.155542165,1.619474302,15297
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 10,DW,0,-1.54911613,0.155542165,1.619474302,15298
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 13,JMS,0,-1.54911613,0.155542165,1.619474302,15299
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 14,DW,0,-1.54911613,0.155542165,1.619474302,15300
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 15,DW,0,-1.54911613,0.155542165,1.619474302,15301
AVN,2018,142,-0.41903196,AVN 2018,AVN 142 2018,AVN 16,JMS,0,-1.54911613,0.155542165,1.619474302,15302
BIR,2018,142,-0.41903196,BIR 2018,BIR 142 2018,BIR 12,KM,0,-1.781815535,-0.173016509,1.076799699,15303
BIR,2018,142,-0.41903196,BIR 2018,BIR 142 2018,BIR 9,JB,0,-1.781815535,-0.173016509,1.076799699,15304
BIR,2018,142,-0.41903196,BIR 2018,BIR 142 2018,BIR 10,JB,1,-1.781815535,-0.173016509,1.076799699,15305
BIR,2018,142,-0.41903196,BIR 2018,BIR 142 2018,BIR 11,KM,0,-1.781815535,-0.173016509,1.076799699,15306
BIR,2018,142,-0.41903196,BIR 2018,BIR 142 2018,BIR 13,KM,0,-1.781815535,-0.173016509,1.076799699,15307
BIR,2018,142,-0.41903196,BIR 2018,BIR 142 2018,BIR 14,KM,0,-1.781815535,-0.173016509,1.076799699,15308
BLA,2018,142,-0.41903196,BLA 2018,BLA 142 2018,BLA 13,KM,0,-1.828114642,-0.309080072,0.729212893,15309
BLA,2018,142,-0.41903196,BLA 2018,BLA 142 2018,BLA 9,JB,0,-1.828114642,-0.309080072,0.729212893,15310
BLA,2018,142,-0.41903196,BLA 2018,BLA 142 2018,BLA 12,JB,0,-1.828114642,-0.309080072,0.729212893,15311
BLA,2018,142,-0.41903196,BLA 2018,BLA 142 2018,BLA 10,JB,0,-1.828114642,-0.309080072,0.729212893,15312
BLA,2018,142,-0.41903196,BLA 2018,BLA 142 2018,BLA 11,JB,0,-1.828114642,-0.309080072,0.729212893,15313
BLA,2018,142,-0.41903196,BLA 2018,BLA 142 2018,BLA 14,JB,0,-1.828114642,-0.309080072,0.729212893,15314
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 12,KM,0,-0.889391924,0.61564378,1.836964877,15315
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 16,JB,0,-0.889391924,0.61564378,1.836964877,15316
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 10,KM,0,-0.889391924,0.61564378,1.836964877,15317
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 14,KM,2,-0.889391924,0.61564378,1.836964877,15318
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 11,KM,0,-0.889391924,0.61564378,1.836964877,15319
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 13,KM,0,-0.889391924,0.61564378,1.836964877,15320
BLG,2018,142,-0.41903196,BLG 2018,BLG 142 2018,BLG 15,JB,0,-0.889391924,0.61564378,1.836964877,15321
CAR,2018,142,-0.41903196,CAR 2018,CAR 142 2018,CAR 9,DW,0,-1.771013947,-0.291885769,1.011521921,15322
CAR,2018,142,-0.41903196,CAR 2018,CAR 142 2018,CAR 10,DW,0,-1.771013947,-0.291885769,1.011521921,15323
CAR,2018,142,-0.41903196,CAR 2018,CAR 142 2018,CAR 11,JMS,0,-1.771013947,-0.291885769,1.011521921,15324
CAR,2018,142,-0.41903196,CAR 2018,CAR 142 2018,CAR 12,JMS,0,-1.771013947,-0.291885769,1.011521921,15325
CAR,2018,142,-0.41903196,CAR 2018,CAR 142 2018,CAR 13,DW,0,-1.771013947,-0.291885769,1.011521921,15326
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 13,JMS,0,-0.539399364,0.205323202,1.402159818,15327
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 14,JMS,0,-0.539399364,0.205323202,1.402159818,15328
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 16,JMS,0,-0.539399364,0.205323202,1.402159818,15329
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 11,DW,0,-0.539399364,0.205323202,1.402159818,15330
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 15,JMS,0,-0.539399364,0.205323202,1.402159818,15331
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 17,JMS,0,-0.539399364,0.205323202,1.402159818,15332
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 10,DW,0,-0.539399364,0.205323202,1.402159818,15333
DEL,2018,142,-0.41903196,DEL 2018,DEL 142 2018,DEL 12,DW,0,-0.539399364,0.205323202,1.402159818,15334
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 16,JB,0,-2.595747578,-0.876259919,0.03584087,15335
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 18,JB,0,-2.595747578,-0.876259919,0.03584087,15336
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 19,JB,0,-2.595747578,-0.876259919,0.03584087,15337
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 10,KM,0,-2.595747578,-0.876259919,0.03584087,15338
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 11,KM,0,-2.595747578,-0.876259919,0.03584087,15339
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 14,JB,0,-2.595747578,-0.876259919,0.03584087,15340
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 15,JB,0,-2.595747578,-0.876259919,0.03584087,15341
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 9,KM,0,-2.595747578,-0.876259919,0.03584087,15342
DNC,2018,142,-0.41903196,DNC 2018,DNC 142 2018,DNC 13,KM,0,-2.595747578,-0.876259919,0.03584087,15343
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 11,JB,0,-2.064789741,-0.383637682,0.539510512,15344
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 14,KM,0,-2.064789741,-0.383637682,0.539510512,15345
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 9,JB,0,-2.064789741,-0.383637682,0.539510512,15346
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 10,JB,0,-2.064789741,-0.383637682,0.539510512,15347
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 12,KM,0,-2.064789741,-0.383637682,0.539510512,15348
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 15,JB,0,-2.064789741,-0.383637682,0.539510512,15349
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 16,JB,0,-2.064789741,-0.383637682,0.539510512,15350
DNM,2018,142,-0.41903196,DNM 2018,DNM 142 2018,DNM 13,KM,0,-2.064789741,-0.383637682,0.539510512,15351
DNS,2018,142,-0.41903196,DNS 2018,DNS 142 2018,DNS 9,KM,0,-3.047069503,-1.543395973,-0.638729567,15352
DNS,2018,142,-0.41903196,DNS 2018,DNS 142 2018,DNS 10,JB,0,-3.047069503,-1.543395973,-0.638729567,15353
DNS,2018,142,-0.41903196,DNS 2018,DNS 142 2018,DNS 11,JB,0,-3.047069503,-1.543395973,-0.638729567,15354
DNS,2018,142,-0.41903196,DNS 2018,DNS 142 2018,DNS 12,JB,0,-3.047069503,-1.543395973,-0.638729567,15355
DOR,2018,142,-0.41903196,DOR 2018,DOR 142 2018,DOR 16,DW,0,-0.940127539,-0.044299247,1.132186108,15356
DOR,2018,142,-0.41903196,DOR 2018,DOR 142 2018,DOR 11,JMS,0,-0.940127539,-0.044299247,1.132186108,15357
DOR,2018,142,-0.41903196,DOR 2018,DOR 142 2018,DOR 12,JMS,0,-0.940127539,-0.044299247,1.132186108,15358
DOR,2018,142,-0.41903196,DOR 2018,DOR 142 2018,DOR 13,JMS,0,-0.940127539,-0.044299247,1.132186108,15359
DOR,2018,142,-0.41903196,DOR 2018,DOR 142 2018,DOR 14,DW,0,-0.940127539,-0.044299247,1.132186108,15360
DOR,2018,142,-0.41903196,DOR 2018,DOR 142 2018,DOR 15,DW,0,-0.940127539,-0.044299247,1.132186108,15361
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 15,KM,0,-1.103072975,-0.121136832,1.379374104,15362
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 10,JB,0,-1.103072975,-0.121136832,1.379374104,15363
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 11,JB,0,-1.103072975,-0.121136832,1.379374104,15364
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 12,JB,0,-1.103072975,-0.121136832,1.379374104,15365
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 13,KM,0,-1.103072975,-0.121136832,1.379374104,15366
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 14,KM,1,-1.103072975,-0.121136832,1.379374104,15367
FOF,2018,142,-0.41903196,FOF 2018,FOF 142 2018,FOF 16,JB,1,-1.103072975,-0.121136832,1.379374104,15368
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 12,DW,0,-1.712073967,-0.095714425,1.146275889,15369
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 11,DW,0,-1.712073967,-0.095714425,1.146275889,15370
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 13,DW,0,-1.712073967,-0.095714425,1.146275889,15371
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 16,JMS,0,-1.712073967,-0.095714425,1.146275889,15372
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 17,DW,0,-1.712073967,-0.095714425,1.146275889,15373
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 14,JMS,0,-1.712073967,-0.095714425,1.146275889,15374
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 10,DW,1,-1.712073967,-0.095714425,1.146275889,15375
FSH,2018,142,-0.41903196,FSH 2018,FSH 142 2018,FSH 15,JMS,0,-1.712073967,-0.095714425,1.146275889,15376
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 16,DW,0,-1.887044701,-0.233998652,1.041194044,15377
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 17,JMS,0,-1.887044701,-0.233998652,1.041194044,15378
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 10,JMS,0,-1.887044701,-0.233998652,1.041194044,15379
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 12,JMS,0,-1.887044701,-0.233998652,1.041194044,15380
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 14,DW,0,-1.887044701,-0.233998652,1.041194044,15381
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 15,DW,0,-1.887044701,-0.233998652,1.041194044,15382
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 9,JMS,0,-1.887044701,-0.233998652,1.041194044,15383
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 11,JMS,0,-1.887044701,-0.233998652,1.041194044,15384
INS,2018,142,-0.41903196,INS 2018,INS 142 2018,INS 13,JMS,0,-1.887044701,-0.233998652,1.041194044,15385
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 14,KM,0,-1.254596785,0.121782598,1.48925952,15386
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 15,KM,1,-1.254596785,0.121782598,1.48925952,15387
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 9,JB,0,-1.254596785,0.121782598,1.48925952,15388
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 10,JB,0,-1.254596785,0.121782598,1.48925952,15389
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 12,JB,0,-1.254596785,0.121782598,1.48925952,15390
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 16,KM,0,-1.254596785,0.121782598,1.48925952,15391
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 11,JB,0,-1.254596785,0.121782598,1.48925952,15392
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 13,KM,0,-1.254596785,0.121782598,1.48925952,15393
LVN,2018,142,-0.41903196,LVN 2018,LVN 142 2018,LVN 19,KM,0,-1.254596785,0.121782598,1.48925952,15394
MCH,2018,142,-0.41903196,MCH 2018,MCH 142 2018,MCH 9,JB,0,-0.44052982,0.73295458,1.904008528,15395
MCH,2018,142,-0.41903196,MCH 2018,MCH 142 2018,MCH 6,KM,0,-0.44052982,0.73295458,1.904008528,15396
MCH,2018,142,-0.41903196,MCH 2018,MCH 142 2018,MCH 13,KM,2,-0.44052982,0.73295458,1.904008528,15397
MCH,2018,142,-0.41903196,MCH 2018,MCH 142 2018,MCH 15,KM,0,-0.44052982,0.73295458,1.904008528,15398
MCH,2018,142,-0.41903196,MCH 2018,MCH 142 2018,MCH 11,JB,0,-0.44052982,0.73295458,1.904008528,15399
MCH,2018,142,-0.41903196,MCH 2018,MCH 142 2018,MCH 12,JB,0,-0.44052982,0.73295458,1.904008528,15400
MUN,2018,142,-0.41903196,MUN 2018,MUN 142 2018,MUN 8,DW,0,-1.068385475,-0.108194017,1.2702496,15401
MUN,2018,142,-0.41903196,MUN 2018,MUN 142 2018,MUN 15,JMS,0,-1.068385475,-0.108194017,1.2702496,15402
MUN,2018,142,-0.41903196,MUN 2018,MUN 142 2018,MUN 10,DW,0,-1.068385475,-0.108194017,1.2702496,15403
