site,year,date,datescaled,siteyear,siteday,treeID,recorder,caterpillars,temp_m.cent,temp_ls.cent,temp_lm.cent,resid
CAL,2014,130,-1.270823638,CAL 2014,CAL 130 2014,CAL 5,JDS,0,0.683556985,0.949228814,1.88394206,215
CAR,2014,130,-1.270823638,CAR 2014,CAR 130 2014,CAR 2,JDS,0,0.788289624,0.400506025,0.620249104,216
CRU,2014,130,-1.270823638,CRU 2014,CRU 130 2014,CRU 6,JDS,0,0.23725887,0.20521861,0.737804659,217
DAV,2014,130,-1.270823638,DAV 2014,DAV 130 2014,DAV 5,JDS,0,1.088387342,0.626838933,0.703823508,218
DEL,2014,130,-1.270823638,DEL 2014,DEL 130 2014,DEL 5,JDS,0,2.06269637,1.116545991,0.943341366,219
DLW,2014,130,-1.270823638,DLW 2014,DLW 130 2014,DLW 2,JDS,0,0.029018295,-0.065423397,0.401457437,220
DOR,2014,130,-1.270823638,DOR 2014,DOR 130 2014,DOR 3,JDS,0,1.984840219,1.300534724,1.197364679,221
DUN,2014,130,-1.270823638,DUN 2014,DUN 130 2014,DUN 1,JDS,0,1.25347266,0.797484342,1.230031346,222
FOF,2014,130,-1.270823638,FOF 2014,FOF 130 2014,FOF 4,ABP,0,1.507552521,1.060131025,1.243029362,223
FOU,2014,130,-1.270823638,FOU 2014,FOU 130 2014,FOU 7,JDS,0,2.006238533,1.296045353,1.293367655,224
FSH,2014,130,-1.270823638,FSH 2014,FSH 130 2014,FSH 4,JDS,0,0.740810953,0.680477751,1.140761504,225
GLF,2014,130,-1.270823638,GLF 2014,GLF 130 2014,GLF 5,ABP,0,1.516827818,1.2180681,1.612950493,226
INS,2014,130,-1.270823638,INS 2014,INS 130 2014,INS 5,JDS,0,0.979674545,0.788011765,1.208358231,227
KCK,2014,130,-1.270823638,KCK 2014,KCK 130 2014,KCK 6,JDS,0,1.151421072,0.911482641,1.38929325,228
LVN,2014,130,-1.270823638,LVN 2014,LVN 130 2014,LVN 5,ABP,0,1.646716211,1.255042377,1.421811604,229
MCH,2014,130,-1.270823638,MCH 2014,MCH 130 2014,MCH 3,ABP,0,2.462428017,1.869197777,1.985667754,230
STY,2014,130,-1.270823638,STY 2014,STY 130 2014,STY 2,JDS,0,1.872714227,1.687729877,2.183838885,231
ALN,2014,131,-1.199840998,ALN 2014,ALN 131 2014,ALN 3,ERI,0,1.704780199,1.118110404,1.135086901,232
ALN,2014,131,-1.199840998,ALN 2014,ALN 131 2014,ALN 5,ERI,0,1.704780199,1.118110404,1.135086901,233
ALN,2014,131,-1.199840998,ALN 2014,ALN 131 2014,ALN 6,ERI,0,1.704780199,1.118110404,1.135086901,234
AVI,2014,131,-1.199840998,AVI 2014,AVI 131 2014,AVI 3,JDS,0,0.788794584,0.553026433,0.938971326,235
AVI,2014,131,-1.199840998,AVI 2014,AVI 131 2014,AVI 5,JDS,1,0.788794584,0.553026433,0.938971326,236
BIR,2014,131,-1.199840998,BIR 2014,BIR 131 2014,BIR 1,ERI,1,1.074345676,0.838789826,1.286855254,237
BIR,2014,131,-1.199840998,BIR 2014,BIR 131 2014,BIR 2,ERI,1,1.074345676,0.838789826,1.286855254,238
BIR,2014,131,-1.199840998,BIR 2014,BIR 131 2014,BIR 5,ERI,0,1.074345676,0.838789826,1.286855254,239
BLA,2014,131,-1.199840998,BLA 2014,BLA 131 2014,BLA 2,ERI,0,0.629639822,0.723221586,1.229954957,240
BLA,2014,131,-1.199840998,BLA 2014,BLA 131 2014,BLA 5,ERI,0,0.629639822,0.723221586,1.229954957,241
BLG,2014,131,-1.199840998,BLG 2014,BLG 131 2014,BLG 6,ERI,0,1.704894287,1.333647607,1.693670235,242
BLG,2014,131,-1.199840998,BLG 2014,BLG 131 2014,BLG 2,ERI,0,1.704894287,1.333647607,1.693670235,243
DNC,2014,131,-1.199840998,DNC 2014,DNC 131 2014,DNC 1,JDS,0,-0.356315039,-0.311735897,0.132741663,244
DNC,2014,131,-1.199840998,DNC 2014,DNC 131 2014,DNC 6,JDS,0,-0.356315039,-0.311735897,0.132741663,245
DNM,2014,131,-1.199840998,DNM 2014,DNM 131 2014,DNM 1,ERI,0,0.056146767,0.04502452,0.47487212,246
DNM,2014,131,-1.199840998,DNM 2014,DNM 131 2014,DNM 2,ERI,0,0.056146767,0.04502452,0.47487212,247
DNM,2014,131,-1.199840998,DNM 2014,DNM 131 2014,DNM 5,ERI,2,0.056146767,0.04502452,0.47487212,248
MUN,2014,131,-1.199840998,MUN 2014,MUN 131 2014,MUN 2,JDS,1,1.556335259,1.05614208,1.139247616,249
NEW,2014,131,-1.199840998,NEW 2014,NEW 131 2014,NEW 5,JDS,0,0.75034766,0.541354027,0.899491167,250
NEW,2014,131,-1.199840998,NEW 2014,NEW 131 2014,NEW 2,JDS,0,0.75034766,0.541354027,0.899491167,251
PTH,2014,131,-1.199840998,PTH 2014,PTH 131 2014,PTH 1,JDS,0,2.378797064,2.020973075,2.431389481,252
TAI,2014,131,-1.199840998,TAI 2014,TAI 131 2014,TAI 5,JDS,0,1.924531687,1.034687148,0.864537794,253
TOM,2014,131,-1.199840998,TOM 2014,TOM 131 2014,TOM 1,ERI,0,0.615702818,0.285267505,0.495724798,254
TOM,2014,131,-1.199840998,TOM 2014,TOM 131 2014,TOM 3,ERI,0,0.615702818,0.285267505,0.495724798,255
TOM,2014,131,-1.199840998,TOM 2014,TOM 131 2014,TOM 4,ERI,0,0.615702818,0.285267505,0.495724798,256
BAD,2014,132,-1.128858358,BAD 2014,BAD 132 2014,BAD 1,ABP,0,1.010393295,0.834143143,1.193222814,257
BAD,2014,132,-1.128858358,BAD 2014,BAD 132 2014,BAD 5,ABP,0,1.010393295,0.834143143,1.193222814,258
BAD,2014,132,-1.128858358,BAD 2014,BAD 132 2014,BAD 6,ABP,0,1.010393295,0.834143143,1.193222814,259
CAL,2014,132,-1.128858358,CAL 2014,CAL 132 2014,CAL 3,ERI,1,0.683556985,0.949228814,1.88394206,260
CAL,2014,132,-1.128858358,CAL 2014,CAL 132 2014,CAL 6,ERI,0,0.683556985,0.949228814,1.88394206,261
CAR,2014,132,-1.128858358,CAR 2014,CAR 132 2014,CAR 1,ERI,0,0.788289624,0.400506025,0.620249104,262
CAR,2014,132,-1.128858358,CAR 2014,CAR 132 2014,CAR 4,ERI,0,0.788289624,0.400506025,0.620249104,263
CAR,2014,132,-1.128858358,CAR 2014,CAR 132 2014,CAR 6,ERI,0,0.788289624,0.400506025,0.620249104,264
CRU,2014,132,-1.128858358,CRU 2014,CRU 132 2014,CRU 2,ERI,0,0.23725887,0.20521861,0.737804659,265
CRU,2014,132,-1.128858358,CRU 2014,CRU 132 2014,CRU 3,ERI,0,0.23725887,0.20521861,0.737804659,266
DAV,2014,132,-1.128858358,DAV 2014,DAV 132 2014,DAV 1,ERI,0,1.088387342,0.626838933,0.703823508,267
DAV,2014,132,-1.128858358,DAV 2014,DAV 132 2014,DAV 4,ERI,0,1.088387342,0.626838933,0.703823508,268
DAV,2014,132,-1.128858358,DAV 2014,DAV 132 2014,DAV 2,ERI,0,1.088387342,0.626838933,0.703823508,269
DEL,2014,132,-1.128858358,DEL 2014,DEL 132 2014,DEL 7Z,ERI,0,2.06269637,1.116545991,0.943341366,270
DEL,2014,132,-1.128858358,DEL 2014,DEL 132 2014,DEL 1,ERI,0,2.06269637,1.116545991,0.943341366,271
DLW,2014,132,-1.128858358,DLW 2014,DLW 132 2014,DLW 4,ERI,0,0.029018295,-0.065423397,0.401457437,272
DLW,2014,132,-1.128858358,DLW 2014,DLW 132 2014,DLW 6,ERI,0,0.029018295,-0.065423397,0.401457437,273
DOR,2014,132,-1.128858358,DOR 2014,DOR 132 2014,DOR 4,ERI,0,1.984840219,1.300534724,1.197364679,274
DOR,2014,132,-1.128858358,DOR 2014,DOR 132 2014,DOR 5,ERI,0,1.984840219,1.300534724,1.197364679,275
DOR,2014,132,-1.128858358,DOR 2014,DOR 132 2014,DOR 1,ERI,0,1.984840219,1.300534724,1.197364679,276
DUN,2014,132,-1.128858358,DUN 2014,DUN 132 2014,DUN 4,ERI,0,1.25347266,0.797484342,1.230031346,277
DUN,2014,132,-1.128858358,DUN 2014,DUN 132 2014,DUN 5,ERI,0,1.25347266,0.797484342,1.230031346,278
FOF,2014,132,-1.128858358,FOF 2014,FOF 132 2014,FOF 7,ABP,0,1.507552521,1.060131025,1.243029362,279
FOF,2014,132,-1.128858358,FOF 2014,FOF 132 2014,FOF 6,ABP,0,1.507552521,1.060131025,1.243029362,280
FSH,2014,132,-1.128858358,FSH 2014,FSH 132 2014,FSH 1,ERI,0,0.740810953,0.680477751,1.140761504,281
FSH,2014,132,-1.128858358,FSH 2014,FSH 132 2014,FSH 3,ERI,0,0.740810953,0.680477751,1.140761504,282
FSH,2014,132,-1.128858358,FSH 2014,FSH 132 2014,FSH 6,ERI,0,0.740810953,0.680477751,1.140761504,283
GLF,2014,132,-1.128858358,GLF 2014,GLF 132 2014,GLF 2,ABP,0,1.516827818,1.2180681,1.612950493,284
GLF,2014,132,-1.128858358,GLF 2014,GLF 132 2014,GLF 6,ABP,0,1.516827818,1.2180681,1.612950493,285
GLF,2014,132,-1.128858358,GLF 2014,GLF 132 2014,GLF 7,ABP,0,1.516827818,1.2180681,1.612950493,286
INS,2014,132,-1.128858358,INS 2014,INS 132 2014,INS 3,ERI,0,0.979674545,0.788011765,1.208358231,287
INS,2014,132,-1.128858358,INS 2014,INS 132 2014,INS 6,ERI,0,0.979674545,0.788011765,1.208358231,288
INS,2014,132,-1.128858358,INS 2014,INS 132 2014,INS 2,ERI,0,0.979674545,0.788011765,1.208358231,289
KCK,2014,132,-1.128858358,KCK 2014,KCK 132 2014,KCK 3,ERI,0,1.151421072,0.911482641,1.38929325,290
KCK,2014,132,-1.128858358,KCK 2014,KCK 132 2014,KCK 4,ERI,0,1.151421072,0.911482641,1.38929325,291
LVN,2014,132,-1.128858358,LVN 2014,LVN 132 2014,LVN 1,ABP,0,1.646716211,1.255042377,1.421811604,292
LVN,2014,132,-1.128858358,LVN 2014,LVN 132 2014,LVN 3,ABP,0,1.646716211,1.255042377,1.421811604,293
LVN,2014,132,-1.128858358,LVN 2014,LVN 132 2014,LVN 4,ABP,0,1.646716211,1.255042377,1.421811604,294
MCH,2014,132,-1.128858358,MCH 2014,MCH 132 2014,MCH 6,ABP,0,2.462428017,1.869197777,1.985667754,295
MCH,2014,132,-1.128858358,MCH 2014,MCH 132 2014,MCH 4,ABP,0,2.462428017,1.869197777,1.985667754,296
STY,2014,132,-1.128858358,STY 2014,STY 132 2014,STY 5,ERI,0,1.872714227,1.687729877,2.183838885,297
STY,2014,132,-1.128858358,STY 2014,STY 132 2014,STY 6,ERI,0,1.872714227,1.687729877,2.183838885,298
AVI,2014,133,-1.057875718,AVI 2014,AVI 133 2014,AVI 4,ERI,0,0.788794584,0.553026433,0.938971326,299
TOM,2014,133,-1.057875718,TOM 2014,TOM 133 2014,TOM 6,ERI,0,0.615702818,0.285267505,0.495724798,300
BAD,2014,134,-0.986893079,BAD 2014,BAD 134 2014,BAD 3,ABP,0,1.010393295,0.834143143,1.193222814,301
CAL,2014,134,-0.986893079,CAL 2014,CAL 134 2014,CAL 5,ERI,0,0.683556985,0.949228814,1.88394206,302
CAR,2014,134,-0.986893079,CAR 2014,CAR 134 2014,CAR 2,ERI,0,0.788289624,0.400506025,0.620249104,303
CRU,2014,134,-0.986893079,CRU 2014,CRU 134 2014,CRU 6,JDS,0,0.23725887,0.20521861,0.737804659,304
DAV,2014,134,-0.986893079,DAV 2014,DAV 134 2014,DAV 5,JDS,0,1.088387342,0.626838933,0.703823508,305
DEL,2014,134,-0.986893079,DEL 2014,DEL 134 2014,DEL 5,ERI,0,2.06269637,1.116545991,0.943341366,306
DLW,2014,134,-0.986893079,DLW 2014,DLW 134 2014,DLW 2,JDS,0,0.029018295,-0.065423397,0.401457437,307
DOR,2014,134,-0.986893079,DOR 2014,DOR 134 2014,DOR 3,JDS,0,1.984840219,1.300534724,1.197364679,308
DUN,2014,134,-0.986893079,DUN 2014,DUN 134 2014,DUN 1,JDS,0,1.25347266,0.797484342,1.230031346,309
FOF,2014,134,-0.986893079,FOF 2014,FOF 134 2014,FOF 4,ABP,0,1.507552521,1.060131025,1.243029362,310
FOU,2014,134,-0.986893079,FOU 2014,FOU 134 2014,FOU 7,ERI,0,2.006238533,1.296045353,1.293367655,311
FSH,2014,134,-0.986893079,FSH 2014,FSH 134 2014,FSH 4,ERI,0,0.740810953,0.680477751,1.140761504,312
GLF,2014,134,-0.986893079,GLF 2014,GLF 134 2014,GLF 5,ABP,0,1.516827818,1.2180681,1.612950493,313
INS,2014,134,-0.986893079,INS 2014,INS 134 2014,INS 5,JDS,1,0.979674545,0.788011765,1.208358231,314
KCK,2014,134,-0.986893079,KCK 2014,KCK 134 2014,KCK 6,JDS,0,1.151421072,0.911482641,1.38929325,315
LVN,2014,134,-0.986893079,LVN 2014,LVN 134 2014,LVN 5,ABP,0,1.646716211,1.255042377,1.421811604,316
MCH,2014,134,-0.986893079,MCH 2014,MCH 134 2014,MCH 3,ABP,0,2.462428017,1.869197777,1.985667754,317
STY,2014,134,-0.986893079,STY 2014,STY 134 2014,STY 2,ERI,0,1.872714227,1.687729877,2.183838885,318
ALN,2014,135,-0.915910439,ALN 2014,ALN 135 2014,ALN 3,ERI,0,1.704780199,1.118110404,1.135086901,319
ALN,2014,135,-0.915910439,ALN 2014,ALN 135 2014,ALN 5,JDS,0,1.704780199,1.118110404,1.135086901,320
ALN,2014,135,-0.915910439,ALN 2014,ALN 135 2014,ALN 6,JDS,0,1.704780199,1.118110404,1.135086901,321
AVI,2014,135,-0.915910439,AVI 2014,AVI 135 2014,AVI 3,JDS,0,0.788794584,0.553026433,0.938971326,322
AVI,2014,135,-0.915910439,AVI 2014,AVI 135 2014,AVI 5,ERI,0,0.788794584,0.553026433,0.938971326,323
BIR,2014,135,-0.915910439,BIR 2014,BIR 135 2014,BIR 2,ERI,0,1.074345676,0.838789826,1.286855254,324
BIR,2014,135,-0.915910439,BIR 2014,BIR 135 2014,BIR 5,JDS,0,1.074345676,0.838789826,1.286855254,325
BLA,2014,135,-0.915910439,BLA 2014,BLA 135 2014,BLA 2,ERI,0,0.629639822,0.723221586,1.229954957,326
BLA,2014,135,-0.915910439,BLA 2014,BLA 135 2014,BLA 5,JDS,0,0.629639822,0.723221586,1.229954957,327
BLG,2014,135,-0.915910439,BLG 2014,BLG 135 2014,BLG 6,ERI,0,1.704894287,1.333647607,1.693670235,328
BLG,2014,135,-0.915910439,BLG 2014,BLG 135 2014,BLG 2,JDS,0,1.704894287,1.333647607,1.693670235,329
DNC,2014,135,-0.915910439,DNC 2014,DNC 135 2014,DNC 1,JDS,0,-0.356315039,-0.311735897,0.132741663,330
DNC,2014,135,-0.915910439,DNC 2014,DNC 135 2014,DNC 6,ERI,0,-0.356315039,-0.311735897,0.132741663,331
DNM,2014,135,-0.915910439,DNM 2014,DNM 135 2014,DNM 1,JDS,0,0.056146767,0.04502452,0.47487212,332
DNM,2014,135,-0.915910439,DNM 2014,DNM 135 2014,DNM 2,JDS,0,0.056146767,0.04502452,0.47487212,333
DNM,2014,135,-0.915910439,DNM 2014,DNM 135 2014,DNM 5,ERI,0,0.056146767,0.04502452,0.47487212,334
MUN,2014,135,-0.915910439,MUN 2014,MUN 135 2014,MUN 2,JDS,0,1.556335259,1.05614208,1.139247616,335
MUN,2014,135,-0.915910439,MUN 2014,MUN 135 2014,MUN 3,ERI,0,1.556335259,1.05614208,1.139247616,336
NEW,2014,135,-0.915910439,NEW 2014,NEW 135 2014,NEW 5,JDS,0,0.75034766,0.541354027,0.899491167,337
NEW,2014,135,-0.915910439,NEW 2014,NEW 135 2014,NEW 2,ERI,0,0.75034766,0.541354027,0.899491167,338
NEW,2014,135,-0.915910439,NEW 2014,NEW 135 2014,NEW 4,ERI,0,0.75034766,0.541354027,0.899491167,339
PTH,2014,135,-0.915910439,PTH 2014,PTH 135 2014,PTH 3,JDS,0,2.378797064,2.020973075,2.431389481,340
TAI,2014,135,-0.915910439,TAI 2014,TAI 135 2014,TAI 5,ERI,0,1.924531687,1.034687148,0.864537794,341
TOM,2014,135,-0.915910439,TOM 2014,TOM 135 2014,TOM 1,ERI,0,0.615702818,0.285267505,0.495724798,342
TOM,2014,135,-0.915910439,TOM 2014,TOM 135 2014,TOM 3,ERI,0,0.615702818,0.285267505,0.495724798,343
TOM,2014,135,-0.915910439,TOM 2014,TOM 135 2014,TOM 4,ERI,0,0.615702818,0.285267505,0.495724798,344
BAD,2014,136,-0.844927799,BAD 2014,BAD 136 2014,BAD 1,ABP,0,1.010393295,0.834143143,1.193222814,345
BAD,2014,136,-0.844927799,BAD 2014,BAD 136 2014,BAD 5,ABP,0,1.010393295,0.834143143,1.193222814,346
BAD,2014,136,-0.844927799,BAD 2014,BAD 136 2014,BAD 6,ABP,0,1.010393295,0.834143143,1.193222814,347
CAL,2014,136,-0.844927799,CAL 2014,CAL 136 2014,CAL 3,ERI,0,0.683556985,0.949228814,1.88394206,348
CAL,2014,136,-0.844927799,CAL 2014,CAL 136 2014,CAL 6,JDS,0,0.683556985,0.949228814,1.88394206,349
CAR,2014,136,-0.844927799,CAR 2014,CAR 136 2014,CAR 1,JDS,0,0.788289624,0.400506025,0.620249104,350
CAR,2014,136,-0.844927799,CAR 2014,CAR 136 2014,CAR 4,ERI,0,0.788289624,0.400506025,0.620249104,351
CAR,2014,136,-0.844927799,CAR 2014,CAR 136 2014,CAR 6,ERI,0,0.788289624,0.400506025,0.620249104,352
CRU,2014,136,-0.844927799,CRU 2014,CRU 136 2014,CRU 2,ERI,0,0.23725887,0.20521861,0.737804659,353
CRU,2014,136,-0.844927799,CRU 2014,CRU 136 2014,CRU 3,ERI,0,0.23725887,0.20521861,0.737804659,354
DAV,2014,136,-0.844927799,DAV 2014,DAV 136 2014,DAV 1,ERI,0,1.088387342,0.626838933,0.703823508,355
DAV,2014,136,-0.844927799,DAV 2014,DAV 136 2014,DAV 4,ERI,0,1.088387342,0.626838933,0.703823508,356
DAV,2014,136,-0.844927799,DAV 2014,DAV 136 2014,DAV 2,ERI,0,1.088387342,0.626838933,0.703823508,357
DEL,2014,136,-0.844927799,DEL 2014,DEL 136 2014,DEL 7Z,ERI,0,2.06269637,1.116545991,0.943341366,358
DEL,2014,136,-0.844927799,DEL 2014,DEL 136 2014,DEL 1,JDS,0,2.06269637,1.116545991,0.943341366,359
DLW,2014,136,-0.844927799,DLW 2014,DLW 136 2014,DLW 4,ERI,0,0.029018295,-0.065423397,0.401457437,360
DLW,2014,136,-0.844927799,DLW 2014,DLW 136 2014,DLW 6,ERI,0,0.029018295,-0.065423397,0.401457437,361
DOR,2014,136,-0.844927799,DOR 2014,DOR 136 2014,DOR 4,ERI,0,1.984840219,1.300534724,1.197364679,362
DOR,2014,136,-0.844927799,DOR 2014,DOR 136 2014,DOR 5,ERI,0,1.984840219,1.300534724,1.197364679,363
DOR,2014,136,-0.844927799,DOR 2014,DOR 136 2014,DOR 1,JDS,0,1.984840219,1.300534724,1.197364679,364
DUN,2014,136,-0.844927799,DUN 2014,DUN 136 2014,DUN 4,JDS,0,1.25347266,0.797484342,1.230031346,365
DUN,2014,136,-0.844927799,DUN 2014,DUN 136 2014,DUN 5,ERI,0,1.25347266,0.797484342,1.230031346,366
FOF,2014,136,-0.844927799,FOF 2014,FOF 136 2014,FOF 7,ABP,0,1.507552521,1.060131025,1.243029362,367
FOF,2014,136,-0.844927799,FOF 2014,FOF 136 2014,FOF 6,ABP,0,1.507552521,1.060131025,1.243029362,368
FOU,2014,136,-0.844927799,FOU 2014,FOU 136 2014,FOU 4,ERI,0,2.006238533,1.296045353,1.293367655,369
FOU,2014,136,-0.844927799,FOU 2014,FOU 136 2014,FOU 3,JDS,0,2.006238533,1.296045353,1.293367655,370
FSH,2014,136,-0.844927799,FSH 2014,FSH 136 2014,FSH 1,JDS,0,0.740810953,0.680477751,1.140761504,371
FSH,2014,136,-0.844927799,FSH 2014,FSH 136 2014,FSH 3,JDS,0,0.740810953,0.680477751,1.140761504,372
FSH,2014,136,-0.844927799,FSH 2014,FSH 136 2014,FSH 6,ERI,0,0.740810953,0.680477751,1.140761504,373
GLF,2014,136,-0.844927799,GLF 2014,GLF 136 2014,GLF 2,ABP,0,1.516827818,1.2180681,1.612950493,374
GLF,2014,136,-0.844927799,GLF 2014,GLF 136 2014,GLF 6,ABP,0,1.516827818,1.2180681,1.612950493,375
GLF,2014,136,-0.844927799,GLF 2014,GLF 136 2014,GLF 7,ABP,0,1.516827818,1.2180681,1.612950493,376
INS,2014,136,-0.844927799,INS 2014,INS 136 2014,INS 3,ERI,0,0.979674545,0.788011765,1.208358231,377
INS,2014,136,-0.844927799,INS 2014,INS 136 2014,INS 6,JDS,0,0.979674545,0.788011765,1.208358231,378
INS,2014,136,-0.844927799,INS 2014,INS 136 2014,INS 2,ERI,0,0.979674545,0.788011765,1.208358231,379
KCK,2014,136,-0.844927799,KCK 2014,KCK 136 2014,KCK 3,JDS,0,1.151421072,0.911482641,1.38929325,380
KCK,2014,136,-0.844927799,KCK 2014,KCK 136 2014,KCK 4,ERI,0,1.151421072,0.911482641,1.38929325,381
LVN,2014,136,-0.844927799,LVN 2014,LVN 136 2014,LVN 1,ABP,1,1.646716211,1.255042377,1.421811604,382
LVN,2014,136,-0.844927799,LVN 2014,LVN 136 2014,LVN 3,ABP,0,1.646716211,1.255042377,1.421811604,383
LVN,2014,136,-0.844927799,LVN 2014,LVN 136 2014,LVN 4,ABP,0,1.646716211,1.255042377,1.421811604,384
MCH,2014,136,-0.844927799,MCH 2014,MCH 136 2014,MCH 1,ABP,0,2.462428017,1.869197777,1.985667754,385
MCH,2014,136,-0.844927799,MCH 2014,MCH 136 2014,MCH 6,ABP,1,2.462428017,1.869197777,1.985667754,386
MCH,2014,136,-0.844927799,MCH 2014,MCH 136 2014,MCH 4,ABP,1,2.462428017,1.869197777,1.985667754,387
STY,2014,136,-0.844927799,STY 2014,STY 136 2014,STY 5,JDS,0,1.872714227,1.687729877,2.183838885,388
STY,2014,136,-0.844927799,STY 2014,STY 136 2014,STY 6,JDS,0,1.872714227,1.687729877,2.183838885,389
ALN,2014,137,-0.773945159,ALN 2014,ALN 137 2014,ALN 1,JDS,0,1.704780199,1.118110404,1.135086901,390
AVI,2014,137,-0.773945159,AVI 2014,AVI 137 2014,AVI 3,JDS,0,0.788794584,0.553026433,0.938971326,391
BIR,2014,137,-0.773945159,BIR 2014,BIR 137 2014,BIR 6,JDS,0,1.074345676,0.838789826,1.286855254,392
BLA,2014,137,-0.773945159,BLA 2014,BLA 137 2014,BLA 6,JDS,0,0.629639822,0.723221586,1.229954957,393
BLG,2014,137,-0.773945159,BLG 2014,BLG 137 2014,BLG 1,JDS,0,1.704894287,1.333647607,1.693670235,394
DNM,2014,137,-0.773945159,DNM 2014,DNM 137 2014,DNM 3,JDS,0,0.056146767,0.04502452,0.47487212,395
MUN,2014,137,-0.773945159,MUN 2014,MUN 137 2014,MUN 4,JDS,0,1.556335259,1.05614208,1.139247616,396
NEW,2014,137,-0.773945159,NEW 2014,NEW 137 2014,NEW 1,JDS,0,0.75034766,0.541354027,0.899491167,397
PTH,2014,137,-0.773945159,PTH 2014,PTH 137 2014,PTH 6,JDS,0,2.378797064,2.020973075,2.431389481,398
TAI,2014,137,-0.773945159,TAI 2014,TAI 137 2014,TAI 7,JDS,0,1.924531687,1.034687148,0.864537794,399
TOM,2014,137,-0.773945159,TOM 2014,TOM 137 2014,TOM 6,JDS,0,0.615702818,0.285267505,0.495724798,400
BAD,2014,138,-0.702962519,BAD 2014,BAD 138 2014,BAD 3,ABP,0,1.010393295,0.834143143,1.193222814,401
CAL,2014,138,-0.702962519,CAL 2014,CAL 138 2014,CAL 5,JDS,0,0.683556985,0.949228814,1.88394206,402
CAR,2014,138,-0.702962519,CAR 2014,CAR 138 2014,CAR 2,JDS,0,0.788289624,0.400506025,0.620249104,403
CRU,2014,138,-0.702962519,CRU 2014,CRU 138 2014,CRU 6,JDS,0,0.23725887,0.20521861,0.737804659,404
DAV,2014,138,-0.702962519,DAV 2014,DAV 138 2014,DAV 5,JDS,0,1.088387342,0.626838933,0.703823508,405
DEL,2014,138,-0.702962519,DEL 2014,DEL 138 2014,DEL 5,JDS,0,2.06269637,1.116545991,0.943341366,406
DLW,2014,138,-0.702962519,DLW 2014,DLW 138 2014,DLW 2,JDS,0,0.029018295,-0.065423397,0.401457437,407
DOR,2014,138,-0.702962519,DOR 2014,DOR 138 2014,DOR 3,JDS,0,1.984840219,1.300534724,1.197364679,408
DUN,2014,138,-0.702962519,DUN 2014,DUN 138 2014,DUN 1,JDS,0,1.25347266,0.797484342,1.230031346,409
FOF,2014,138,-0.702962519,FOF 2014,FOF 138 2014,FOF 4,ABP,1,1.507552521,1.060131025,1.243029362,410
FOU,2014,138,-0.702962519,FOU 2014,FOU 138 2014,FOU 7,JDS,1,2.006238533,1.296045353,1.293367655,411
FSH,2014,138,-0.702962519,FSH 2014,FSH 138 2014,FSH 4,JDS,0,0.740810953,0.680477751,1.140761504,412
GLF,2014,138,-0.702962519,GLF 2014,GLF 138 2014,GLF 5,ABP,0,1.516827818,1.2180681,1.612950493,413
INS,2014,138,-0.702962519,INS 2014,INS 138 2014,INS 5,JDS,0,0.979674545,0.788011765,1.208358231,414
KCK,2014,138,-0.702962519,KCK 2014,KCK 138 2014,KCK 6,JDS,1,1.151421072,0.911482641,1.38929325,415
LVN,2014,138,-0.702962519,LVN 2014,LVN 138 2014,LVN 5,ABP,0,1.646716211,1.255042377,1.421811604,416
MCH,2014,138,-0.702962519,MCH 2014,MCH 138 2014,MCH 3,ABP,1,2.462428017,1.869197777,1.985667754,417
STY,2014,138,-0.702962519,STY 2014,STY 138 2014,STY 2,JDS,0,1.872714227,1.687729877,2.183838885,418
ALN,2014,139,-0.63197988,ALN 2014,ALN 139 2014,ALN 3,ERI,0,1.704780199,1.118110404,1.135086901,419
ALN,2014,139,-0.63197988,ALN 2014,ALN 139 2014,ALN 5,JDS,0,1.704780199,1.118110404,1.135086901,420
ALN,2014,139,-0.63197988,ALN 2014,ALN 139 2014,ALN 6,ERI,0,1.704780199,1.118110404,1.135086901,421
AVI,2014,139,-0.63197988,AVI 2014,AVI 139 2014,AVI 3,ERI,0,0.788794584,0.553026433,0.938971326,422
AVI,2014,139,-0.63197988,AVI 2014,AVI 139 2014,AVI 4,JDS,0,0.788794584,0.553026433,0.938971326,423
BIR,2014,139,-0.63197988,BIR 2014,BIR 139 2014,BIR 1,ERI,1,1.074345676,0.838789826,1.286855254,424
BIR,2014,139,-0.63197988,BIR 2014,BIR 139 2014,BIR 2,ERI,0,1.074345676,0.838789826,1.286855254,425
BIR,2014,139,-0.63197988,BIR 2014,BIR 139 2014,BIR 5,JDS,0,1.074345676,0.838789826,1.286855254,426
BLA,2014,139,-0.63197988,BLA 2014,BLA 139 2014,BLA 2,ERI,0,0.629639822,0.723221586,1.229954957,427
BLA,2014,139,-0.63197988,BLA 2014,BLA 139 2014,BLA 5,JDS,0,0.629639822,0.723221586,1.229954957,428
BLG,2014,139,-0.63197988,BLG 2014,BLG 139 2014,BLG 6,ERI,0,1.704894287,1.333647607,1.693670235,429
BLG,2014,139,-0.63197988,BLG 2014,BLG 139 2014,BLG 2,ERI,0,1.704894287,1.333647607,1.693670235,430
DNC,2014,139,-0.63197988,DNC 2014,DNC 139 2014,DNC 1,JDS,0,-0.356315039,-0.311735897,0.132741663,431
DNC,2014,139,-0.63197988,DNC 2014,DNC 139 2014,DNC 6,ERI,0,-0.356315039,-0.311735897,0.132741663,432
